Sentence,Labels
I completed my BS in Computing from the University of Central Punjab.,O O O B-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG I-ORG
I have a Mater in Machine Learning from the University of Chicago.,O O O B-Degree I-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG
I graduated with a BSc in Information Systems from UET Peshawar.,O O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG
I completed a diploma in AI from DataCamp.,O O O B-Degree I-Degree I-Degree O B-ORG
I have a Bachelor in Cybersecurity from FAST NU.,O O O B-Degree I-Degree I-Degree O B-ORG I-ORG
I have a Bachelors in Computer Science from the University of Islamabad.,O O O B-Degree I-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG
I completed my Maters in Artificial Intelligence at Stanford.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG
I graduated with a BS in Software Engineering from GIK Institute.,O O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG
I earned a BSc in Machine Learning from the University of Peshawar.,O O O B-Degree I-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG
I have a diploma in Data Science from General Assembly.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG
I graduated with a Bachelors degree in Information Technology from UET Lahore.,O O O O B-Degree I-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG
I completed my Maters in Robotics from Carnegie Mellon University.,O O O B-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG
I have a BSc in Cybersecurity from the University of Engineering and Technology.,O O O B-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG I-ORG I-ORG
I completed a diploma in Software Development from Skillshare.,O O O B-Degree I-Degree I-Degree I-Degree O I-ORG
I earned my Bachelors in Software Engineering from the University of Central Punjab.,O O O B-Degree I-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG I-ORG
I graduated with a Maters in Data Analytics from NYU.,O O O O B-Degree I-Degree I-Degree I-Degree O B-ORG
I hold a BS in Computer Science from University of Karachi.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG
I have a diploma in AI from Coursera.,O O O B-Degree I-Degree I-Degree O B-ORG
I completed my BSc in Information Systems from FAST NU.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG
I have a Bachelors in Computer Engineering from the University of Lahore.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG
I graduated with an MS in Machine Learning from the University of Toronto.,O O O O B-Degree I-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG
I earned a BSc in Data Science from the Lahore University of Management Sciences.,O O O B-Degree I-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG I-ORG I-ORG
I completed my Maters in Cyber Security from the University of Southampton.,O O O B-Degree I-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG
I hold a Bachelors of Science in Computing from COMSATS University.,O O O B-Degree I-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG
I graduated with a diploma in Data Analysis from LinkedIn Learning.,O O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG
I have a BS in Cybersecurity from the National University of Sciences and Technology.,O O O B-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG I-ORG I-ORG I-ORG
I completed my Maters in Computer Networks at MIT.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG
I earned a Bachelors in Software Engineering from Kinnaird College.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG
I hold an MS in AI from the University of Melbourne.,O O O B-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG
I graduated with a BSc in Software Development from KGI.,O O O O B-Degree I-Degree I-Degree I-Degree O B-ORG
I completed a diploma in Cloud Engineering from Udacity.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG
I have a Bachelors degree in Artificial Intelligence from UET Peshawar.,O O O B-Degree I-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG
I graduated with an MS in Computer Science from Harvard University.,O O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG
I completed my Maters in Software Engineering at Oxford University.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG
I earned a BSc in Information Technology from the University of Central Punjab.,O O O B-Degree I-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG I-ORG
I have a diploma in Cyber Security from Coursera.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG
I graduated with a Bachelors in Data Science from the University of Washington.,O O O O B-Degree I-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG
I completed my MS in AI at Stanford University.,O O O B-Degree I-Degree I-Degree O B-ORG I-ORG
I have a Bachelor of Science in Information Systems from LUMS.,O O O B-Degree I-Degree I-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG
I earned my Maters in Machine Learning from UC San Diego.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG
I completed a diploma in Data Analytics from DataCamp.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG
I hold a BS in Computer Science from the University of Balochistan.,O O O B-Degree I-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG
I graduated with a BSc in Robotics from GIK Institute.,O O O O B-Degree I-Degree I-Degree O B-ORG I-ORG
I have a Bachelors in Information Technology from UET Taxila.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG
I completed my Maters in Data Science from the University of Melbourne.,O O O B-Degree I-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG
I earned a diploma in AI from the University of Toronto.,O O O B-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG
I graduated with an MS in Computer Engineering from the University of Karachi.,O O O O B-Degree I-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG
I hold a Bachelors degree in Cybersecurity from Kinnaird College.,O O O B-Degree I-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG
I have a BSc in Software Engineering from University of Science and Technology.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG I-ORG I-ORG
I completed my Maters in AI from the University of California.,O O O B-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG
I earned a diploma in Data Science from General Assembly.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG
I graduated with a BS in Computer Science from the University of Faisalabad.,O O O O B-Degree I-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG
I completed my MS in Data Science from University of Southern California.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG I-ORG
I have a Bachelors in Computing from the University of Leeds.,O O O B-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG
I earned my Maters in AI from the University of Queensland.,O O O B-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG
I have a Bachelor of Science in Computer Science from UET Taxila.,O O O B-Degree I-Degree I-Degree I-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG
I completed my Maters in Data Science at the University of Southern California.,O O O B-Degree I-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG I-ORG
I graduated with a BSc in AI from Lahore University of Management Sciences.,O O O O B-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG I-ORG I-ORG
I hold a BS in Software Engineering from Ghulam Ishaq Khan Institute.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG I-ORG
I earned a diploma in Cybersecurity from Coursera.,O O O B-Degree I-Degree I-Degree O B-ORG
I graduated with a Bachelors degree in Computing from the University of Peshawar.,O O O O B-Degree I-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG
I completed my Maters in AI and Machine Learning at Stanford.,O O O B-Degree I-Degree I-Degree I-Degree I-Degree I-Degree O B-ORG
I have a BSc in Software Development from University of Engineering and Technology.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG I-ORG I-ORG
I graduated with an MS in Data Science from the University of Chicago.,O O O O B-Degree I-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG
I hold a Bachelors in Computer Science from the University of Karachi.,O O O B-Degree I-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG
I earned a diploma in Data Analytics from Udacity.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG
I completed my BS in Cyber Security at the National University of Sciences and Technology.,O O O B-Degree I-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG I-ORG I-ORG I-ORG
"I have a Maters in Robotics from the University of California, Berkeley.",O O O B-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG I-ORG
I graduated with a BSc in Information Technology from UET Lahore.,O O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG
I hold an MS in Machine Learning from the University of Toronto.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG
I earned a Bachelors in Information Systems from LUMS.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG
I completed a diploma in Data Science from Skillshare.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG
I graduated with a BSc in Software Engineering from COMSATS University.,O O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG
I completed my Maters in Cyber Security from the University of Oxford.,O O O B-Degree I-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG
I have a BS in AI from MIT.,O O O B-Degree I-Degree I-Degree O B-ORG
I earned a diploma in Cloud Computing from DataCamp.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG
I graduated with a Bachelors in Software Engineering from the University of Faisalabad.,O O O O B-Degree I-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG
I completed my MS in Computer Engineering from the University of Illinois.,O O O B-Degree I-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG
I hold a BSc in Computer Science from the University of Balochistan.,O O O B-Degree I-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG
I earned my Maters in Artificial Intelligence from the University of Melbourne.,O O O B-Degree I-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG
I completed a diploma in Cyber Security from the University of Washington.,O O O B-Degree I-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG I-ORG
I have a Bachelors in Data Science from the University of Central Punjab.,O O O B-Degree I-Degree I-Degree I-Degree O O B-ORG B-ORG I-ORG I-ORG
I graduated with an MS in AI from Georgia Tech.,O O O O B-Degree I-Degree I-Degree O B-ORG I-ORG
I completed my BSc in Software Development from GIK Institute.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG
I hold a BS in Information Technology from the University of Karachi.,O O O B-Degree I-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG
I earned a diploma in Data Analytics from LinkedIn Learning.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG
I graduated with a Bachelors in Computer Engineering from NUST.,O O O O B-Degree I-Degree I-Degree I-Degree O B-ORG
I completed my Maters in Software Engineering from the University of Leeds.,O O O B-Degree I-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG
I have a BSc in Cybersecurity from FAST NU.,O O O B-Degree I-Degree I-Degree O B-ORG I-ORG
I graduated with an MS in Data Science from the University of Melbourne.,O O O O B-Degree I-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG
I completed my diploma in Machine Learning from Coursera.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG
I hold a Bachelors in Computer Science from the University of Peshawar.,O O O B-Degree I-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG
I earned my Maters in Robotics from Carnegie Mellon University.,O O O B-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG
I graduated with a BSc in Information Technology from Ghulam Ishaq Khan Institute.,O O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG I-ORG
I completed my MS in Cyber Security at the University of Toronto.,O O O B-Degree I-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG
I have a Bachelors in AI from NED University.,O O O B-Degree I-Degree I-Degree O B-ORG I-ORG
I earned a diploma in Software Engineering from General Assembly.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG
I graduated with a BSc in Data Science from the University of Southern California.,O O O O B-Degree I-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG I-ORG
I completed my Maters in AI from Stanford University.,O O O B-Degree I-Degree I-Degree O B-ORG I-ORG
I hold a BS in Computer Science from the University of Karachi.,O O O B-Degree I-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG
I graduated with a Bachelors in Software Engineering from the University of Faisalabad.,O O O O B-Degree I-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG
I completed my diploma in Data Science from edX.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG
I have a BSc in Cyber Security from the National University of Sciences and Technology.,O O O B-Degree I-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG I-ORG I-ORG I-ORG
I earned my Maters in Artificial Intelligence from the University of Oxford.,O O O B-Degree I-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG
I graduated with a Bachelors in Software Development from UET Lahore.,O O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG
I have a BS in Computer Science from the University of Karachi.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG
I completed my Maters in Data Science from Harvard University.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG
I earned a Bachelor of Science in Software Engineering from UET Lahore.,O O O B-Degree I-Degree I-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG
I graduated with a BSc in Artificial Intelligence from LUMS.,O O O O B-Degree I-Degree I-Degree I-Degree O B-ORG
I hold a BS in Cyber Security from COMSATS University.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG
I completed my Maters in Information Technology at the University of Southern California.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG I-ORG
I have a Bachelors in Computing from the National University of Sciences and Technology.,O O O B-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG I-ORG I-ORG I-ORG
I graduated with an MS in Data Science from the University of Chicago.,O O O O B-Degree I-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG
I earned a diploma in Data Science from Coursera.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG
I completed a BSc in Computer Science from NED University.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG
"I hold a Maters in Robotics from the University of California, Berkeley.",O O O B-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG I-ORG
I graduated with a Bachelors in Software Engineering from Ghulam Ishaq Khan Institute.,O O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG I-ORG
I completed my MS in Cyber Security from the University of Toronto.,O O O B-Degree I-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG
I have a BS in AI from Stanford University.,O O O B-Degree I-Degree I-Degree O B-ORG I-ORG
I earned a diploma in Machine Learning from edX.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG
I graduated with a BSc in Information Technology from the University of Peshawar.,O O O O B-Degree I-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG
I completed my Maters in Software Development at Georgia Tech.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG
I hold a Bachelors in Artificial Intelligence from the University of Melbourne.,O O O B-Degree I-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG
I graduated with an MS in Computer Science from the University of Illinois.,O O O O B-Degree I-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG
I earned a BSc in Data Analytics from the University of Karachi.,O O O B-Degree I-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG
I completed a diploma in Cloud Computing from LinkedIn Learning.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG
I have a Bachelors in Software Engineering from the University of Faisalabad.,O O O B-Degree I-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG
I graduated with an MS in AI from the University of Queensland.,O O O O B-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG
I completed my BSc in Cybersecurity from FAST NU.,O O O B-Degree I-Degree I-Degree O B-ORG I-ORG
I hold a BS in Information Systems from UET Taxila.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG
I earned a diploma in Data Science from Udacity.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG
I graduated with a Bachelors degree in Computing from the University of Central Punjab.,O O O O B-Degree I-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG I-ORG
I completed my Maters in Machine Learning at the University of Oxford.,O O O B-Degree I-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG
I have a BS in Software Development from GIK Institute.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG
I graduated with an MS in Artificial Intelligence from UC Berkeley.,O O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG
I completed a diploma in Cyber Security from Skillshare.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG
I have a Bachelors in Data Science from the University of Balochistan.,O O O B-Degree I-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG
I graduated with a Maters in Software Engineering from the University of Leeds.,O O O O B-Degree I-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG
I hold a BSc in AI from the University of Chicago.,O O O B-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG
I earned a diploma in Machine Learning from General Assembly.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG
I graduated with a BSc in Computer Engineering from NUST.,O O O O B-Degree I-Degree I-Degree I-Degree O B-ORG
I completed my MS in Data Analytics from the University of Southern California.,O O O B-Degree I-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG I-ORG
I have a Bachelors in Cyber Security from the University of Illinois.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG
I graduated with a BSc in Computer Science from the University of Karachi.,O O O O B-Degree I-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG
I completed my Maters in Robotics from Carnegie Mellon University.,O O O B-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG
I hold a BS in Artificial Intelligence from the University of Faisalabad.,O O O B-Degree I-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG
I earned a diploma in AI from Coursera.,O O O B-Degree I-Degree I-Degree O B-ORG
I graduated with a BSc in Data Science from the University of Technology Sydney.,O O O O B-Degree I-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG I-ORG
I completed my MS in Computer Science from the University of Toronto.,O O O B-Degree I-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG
I have a Bachelors in Software Engineering from the University of Science and Technology.,O O O B-Degree I-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG I-ORG I-ORG
I graduated with an MS in Cyber Security from the University of Washington.,O O O O B-Degree I-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG
I completed a diploma in Data Science from edX.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG
I have a BSc in Computing from UET Lahore.,O O O B-Degree I-Degree I-Degree O B-ORG I-ORG
I graduated with a Maters in Information Technology from the University of Melbourne.,O O O O B-Degree I-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG
I hold a BS in Data Science from NED University.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG
I earned a diploma in AI from LinkedIn Learning.,O O O B-Degree I-Degree I-Degree O B-ORG I-ORG
I completed my BSc in Cyber Security from LUMS.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG
I have a BSCS from Namal University Mianwali.,O O O B-Degree O B-ORG I-ORG I-ORG
I completed my MSCS at Stanford University.,O O O B-Degree O B-ORG I-ORG
I earned a PhD in Computer Science from MIT.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG
I graduated with a BSc in Software Engineering from UET Lahore.,O O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG
"I hold a Bachelors in Data Science ,BSDS from LUMS.",O O O B-Degree I-Degree I-Degree I-Degree I-Degree O B-ORG
I completed my Maters in AI from the University of Southern California.,O O O B-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG I-ORG
"I have a Bachelors in Artificial Intelligence, BSc AI from NUST.",O O O B-Degree I-Degree I-Degree I-Degree I-Degree O B-ORG
I graduated with a BSc in Cyber Security from COMSATS.,O O O O B-Degree I-Degree I-Degree I-Degree O B-ORG
I completed my MS in Machine Learning from the University of Toronto.,O O O B-Degree I-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG
I have a BSc in Computing from FAST NU.,O O O B-Degree I-Degree I-Degree O B-ORG I-ORG
I earned a diploma in Data Science from Udacity.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG
I graduated with an MS in Data Analytics from the University of Chicago.,O O O O B-Degree I-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG
I completed my Bachelors in Computer Science from the University of Peshawar.,O O O B-Degree I-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG
"I hold a BS Software Engineering, BSSE from GIKI.",O O O B-Degree I-Degree I-Degree I-Degree O B-ORG
"I earned a Maters in Information Technology, MIT from the University of Leeds.",O O O B-Degree I-Degree I-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG
I completed a BSc in Data Analytics from the University of Karachi.,O O O B-Degree I-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG
I have a PhD in Machine Learning from UC Berkeley.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG
I graduated with a BS in Cyber Security from the University of Central Punjab.,O O O O B-Degree I-Degree I-Degree I-Degree O O B-ORG I-ORG I-ORG I-ORG
I completed my Maters in Software Engineering at Georgia Tech.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG
